PostcodeDistrict,EstimatedDogPopulation,Area Name,District
TW17,"3,556.13",Twickenham,Greater London
TW18,"6,078.49",Twickenham,Greater London
TW19,"2,100.89",Twickenham,Greater London
TW2,"3,369.25",Twickenham,Greater London
TW20,"7,261.47",Twickenham,Greater London
TW3,"1,917.91",Twickenham,Greater London
TW4,"1,272.65",Twickenham,Greater London
TW5,"1,236.67",Twickenham,Greater London
TW6,82.00846185,Twickenham,Greater London
TW7,"3,201.80",Twickenham,Greater London
TW8,"1,308.71",Twickenham,Greater London
TW9,"5,695.63",Twickenham,Greater London
UB1,"1,807.87",Southall,Greater London
UB10,"3,466.00",Southall,Greater London
UB11,22.85660336,Southall,Greater London
UB2,"1,749.93",Southall,Greater London
UB3,"4,393.33",Southall,Greater London
UB4,"2,308.94",Southall,Greater London
UB5,"3,505.39",Southall,Greater London
UB6,"3,032.02",Southall,Greater London
UB7,"2,310.70",Southall,Greater London
UB8,"2,611.58",Southall,Greater London
UB9,"3,367.53",Southall,Greater London
W10,"2,028.34",London West,Greater London
W11,"3,089.75",London West,Greater London
W12,"2,734.34",London West,Greater London
W13,"2,487.46",London West,Greater London
W14,"3,004.38",London West,Greater London
W1A,1.4073352,London West,Greater London
W1B,112.9635661,London West,Greater London
W1C,47.49267935,London West,Greater London
W1D,171.4604369,London West,Greater London
W1F,186.932751,London West,Greater London
W1G,591.3457166,London West,Greater London
W1H,"1,221.73",London West,Greater London
W1J,459.9935947,London West,Greater London
W1K,699.0923042,London West,Greater London
W1S,175.217052,London West,Greater London
W1T,732.1421542,London West,Greater London
W1U,846.6673636,London West,Greater London
W1W,410.6549786,London West,Greater London
W2,"5,283.31",London West,Greater London
W3,"2,377.75",London West,Greater London
W4,"4,769.23",London West,Greater London
W5,"2,662.51",London West,Greater London
W6,"3,262.81",London West,Greater London
W7,"2,391.75",London West,Greater London
W8,"2,159.50",London West,Greater London
W9,"2,239.58",London West,Greater London
WA1,"2,264.81",Warrington,North West England
WA10,"2,162.05",Warrington,North West England
WA11,"4,247.29",Warrington,North West England
WA12,"2,298.69",Warrington,North West England
WA13,"2,138.68",Warrington,North West England
WA14,"3,026.15",Warrington,North West England
WA15,"3,940.27",Warrington,North West England
WA16,"5,886.22",Warrington,North West England
WA2,"3,056.16",Warrington,North West England
WA3,"7,830.26",Warrington,North West England
WA4,"10,926.24",Warrington,North West England
WA5,"9,942.62",Warrington,North West England
WA6,"8,144.68",Warrington,North West England
WA7,"11,706.85",Warrington,North West England
WA8,"8,665.34",Warrington,North West England
WA9,"14,940.70",Warrington,North West England
WC1A,44.04812817,West Central London,Greater London
WC1B,67.15455193,West Central London,Greater London
WC1E,86.1302009,West Central London,Greater London
WC1H,462.3362,West Central London,Greater London
WC1N,260.1976714,West Central London,Greater London
WC1R,31.90692899,West Central London,Greater London
WC1V,11.2652524,West Central London,Greater London
WC1X,412.3361208,West Central London,Greater London
WC2A,14.91930876,West Central London,Greater London
WC2B,36.57058999,West Central London,Greater London
WC2E,48.21405356,West Central London,Greater London
WC2H,90.65801126,West Central London,Greater London
WC2N,62.05380144,West Central London,Greater London
WC2R,14.29599531,West Central London,Greater London
WD17,"5,651.88",Watford,Greater London
WD18,"2,359.01",Watford,Greater London
WD19,"4,440.55",Watford,Greater London
WD23,"4,859.25",Watford,Greater London
WD24,"3,061.94",Watford,Greater London
WD25,"3,060.07",Watford,Greater London
WD3,"6,697.17",Watford,Greater London
WD4,"1,840.86",Watford,Greater London
WD5,"2,106.21",Watford,Greater London
WD6,"3,069.93",Watford,Greater London
WD7,"3,464.89",Watford,Greater London
WF1,"7,038.32",Wakefield,Yorkshire and Humberside
WF10,"8,995.53",Wakefield,Yorkshire and Humberside
WF11,"1,719.85",Wakefield,Yorkshire and Humberside
WF12,"11,470.41",Wakefield,Yorkshire and Humberside
WF13,"3,420.33",Wakefield,Yorkshire and Humberside
WF14,"1,751.94",Wakefield,Yorkshire and Humberside
WF15,"1,490.61",Wakefield,Yorkshire and Humberside
WF16,640.8959564,Wakefield,Yorkshire and Humberside
WF17,"3,664.02",Wakefield,Yorkshire and Humberside
WF2,"13,754.88",Wakefield,Yorkshire and Humberside
WF3,"4,491.85",Wakefield,Yorkshire and Humberside
WF4,"3,847.41",Wakefield,Yorkshire and Humberside
WF5,"2,660.62",Wakefield,Yorkshire and Humberside
WF6,"1,579.27",Wakefield,Yorkshire and Humberside
WF7,"3,341.09",Wakefield,Yorkshire and Humberside
WF8,"5,449.48",Wakefield,Yorkshire and Humberside
WF9,"7,079.35",Wakefield,Yorkshire and Humberside
WN1,"2,432.36",Wigan,North West England
WN2,"7,288.68",Wigan,North West England
WN3,"2,488.47",Wigan,North West England
WN4,"4,665.40",Wigan,North West England
WN5,"5,037.85",Wigan,North West England
WN6,"4,706.02",Wigan,North West England
WN7,"7,697.12",Wigan,North West England
WN8,"4,923.53",Wigan,North West England
WR1,"1,754.28",Worcester,West Midlands
WR10,"6,461.46",Worcester,West Midlands
WR11,"10,823.78",Worcester,West Midlands
WR12,"2,882.99",Worcester,West Midlands
WR13,"2,042.11",Worcester,West Midlands
WR14,"8,008.81",Worcester,West Midlands
WR15,"7,896.71",Worcester,West Midlands
WR2,"8,053.07",Worcester,West Midlands
WR3,"3,470.37",Worcester,West Midlands
WR4,"5,070.79",Worcester,West Midlands
WR5,"6,350.04",Worcester,West Midlands
WR6,"4,365.95",Worcester,West Midlands
WR7,"1,929.86",Worcester,West Midlands
WR8,"3,971.15",Worcester,West Midlands
WR9,"11,846.19",Worcester,West Midlands
WS1,"2,053.26",Walsall,West Midlands
WS10,"2,124.45",Walsall,West Midlands
WS11,"6,210.09",Walsall,West Midlands
WS12,"3,086.63",Walsall,West Midlands
WS13,"9,730.02",Walsall,West Midlands
WS14,"7,447.28",Walsall,West Midlands
WS15,"10,006.45",Walsall,West Midlands
WS2,"3,340.66",Walsall,West Midlands
WS3,"8,538.25",Walsall,West Midlands
WS4,"1,734.50",Walsall,West Midlands
WS5,"1,409.29",Walsall,West Midlands
WS6,"1,449.75",Walsall,West Midlands
WS7,"6,645.68",Walsall,West Midlands
WS8,"4,015.48",Walsall,West Midlands
WS9,"4,796.91",Walsall,West Midlands
WV1,"3,183.15",Wolverhampton,West Midlands
WV10,"4,465.75",Wolverhampton,West Midlands
WV11,"2,837.68",Wolverhampton,West Midlands
WV12,"3,581.01",Wolverhampton,West Midlands
WV13,"1,577.11",Wolverhampton,West Midlands
WV14,"2,900.53",Wolverhampton,West Midlands
WV15,"3,178.79",Wolverhampton,West Midlands
WV16,"7,204.59",Wolverhampton,West Midlands
WV2,"3,669.85",Wolverhampton,West Midlands
WV3,"5,070.40",Wolverhampton,West Midlands
WV4,"4,448.65",Wolverhampton,West Midlands
WV5,"3,241.42",Wolverhampton,West Midlands
WV6,"8,900.29",Wolverhampton,West Midlands
WV7,744.7383947,Wolverhampton,West Midlands
WV8,"3,122.70",Wolverhampton,West Midlands
WV9,508.8387153,Wolverhampton,West Midlands
YO1,"2,696.68",York,North East England
YO10,"6,532.89",York,North East England
YO11,"2,575.24",York,North East England
YO12,"5,927.00",York,North East England
YO13,"2,256.47",York,North East England
YO14,"2,977.67",York,North East England
YO15,"4,246.65",York,North East England
YO16,"4,262.58",York,North East England
YO17,"6,110.23",York,North East England
YO18,"8,256.51",York,North East England
SN38,0,Swindon,
SN99,0,Swindon,
SO97,0,Southampton,
SR9,0,Sunderland,
SS99,0,Southend-on-Sea,
ST55,0,Stoke-on-Trent,
SW95,0,South West London,
SY99,0,Shrewsbury,
WA55,0,Warrington,
WA88,0,Warrington,
WD99,0,Watford,
WF90,0,Wakefield,
WR99,0,Worcester,
YO19,"7,103.82",York,Yorkshire and Humberside
YO21,"5,965.07",York,Yorkshire and Humberside
YO22,"2,260.74",York,Yorkshire and Humberside
YO23,"4,110.47",York,Yorkshire and Humberside
YO24,"7,663.15",York,Yorkshire and Humberside
YO25,"11,597.34",York,Yorkshire and Humberside
YO26,"10,574.30",York,Yorkshire and Humberside
YO30,"6,491.74",York,Yorkshire and Humberside
YO31,"4,974.69",York,Yorkshire and Humberside
YO32,"6,416.70",York,Yorkshire and Humberside
YO41,"3,666.08",York,Yorkshire and Humberside
YO42,"6,220.75",York,Yorkshire and Humberside
YO43,"6,980.51",York,Yorkshire and Humberside
YO51,"2,038.56",York,Yorkshire and Humberside
YO60,"4,512.05",York,Yorkshire and Humberside
YO61,"13,811.55",York,Yorkshire and Humberside
YO62,"8,312.63",York,Yorkshire and Humberside
YO7,"5,471.45",York,Yorkshire and Humberside
YO8,"5,866.53",York,Yorkshire and Humberside
ZE1,"2,173.81",Shetland,Scotland
ZE2,"5,259.71",Shetland,Scotland
ZE3,120.4254386,Shetland,Scotland
YO90,0,York,
